vehicle_id,vehicle_type,capacity,registration_number,driver_id
d5a41346-9e26-4f3a-bd8a-8e077b5f5bb1,Van,6,32-LJ51,2882c37d-b858-4aa9-86f2-ac1551b5ccc6
e3208d11-7287-411f-a72e-24b1daba4d62,Truck,7,HKK 950,6694ebdd-d9ce-47e8-8549-f5d51abd8f58
dc83cd2d-c3fb-4a23-a6fd-8b7bf2540f89,SUV,8,VJS S43,960c9739-f13d-4205-bee0-a2a82054b451
2d3efceb-81d8-43d6-bb07-82184d3c960f,Van,8,287-WIH,799b51df-3fda-47cf-97eb-d65e72eb489b
0b41f0cd-7c41-4d4e-a3d8-28530542725f,SUV,8,9678,1c604255-63ac-44d1-8d00-ef6fae1dee9f
a1510758-803c-4c43-8b41-6b08616a642f,Truck,1,19U•599,9b154950-ddf8-457f-9f36-e8b90e11beb9
38d2371b-087c-4427-a899-1abe7ed25366,Van,10,525-BBN,0957386a-2d78-4e4f-90da-bb39d2f6e4cb
73a9f3e0-bac0-4c5d-bbba-bee586bb62af,Truck,5,KBP-0113,9de22b22-226f-43d3-bce2-2483fc46ebd1
2128c8dc-5081-4e7e-9e93-a865f7192a00,Van,6,EI1 9480,89b835ac-bb06-4a5f-9563-365f236f4784
3ca426b6-babe-429c-a60c-4ead3940ed04,Truck,4,JFX 594,25487b88-01ff-41d3-b5d2-3dfe1f3c1ee0
449d9a6a-d2a7-4f09-8e76-cb455503ccf6,Truck,4,9MP65,a2c62229-ffcf-4416-b985-f2fcc0aa4af2
3086a3d8-b6ed-46d2-bce6-69f19878f611,Van,1,110-MOX,7fb80760-fc0d-4e47-b66d-20263af1763e
9cd4ca7a-42fe-4bee-aad1-601cdf1720c1,Truck,8,W 375911,53ade43f-bc63-4f74-836b-6300f5ba7617
3c964e13-e765-4c8c-b931-b97efd359e7f,Sedan,7,52T•023,e95678bf-ae40-472e-af01-cbeac82502a3
a2887da8-c5d1-4c82-b378-58d919b51d67,SUV,4,VEN-4755,768c3da5-9fc2-4f81-8414-73d5e6b645ea
9f2c909f-9377-4bb0-b0b6-d9f4f56c46c9,Truck,8,194-172,0cf90626-c9b1-4a58-a136-0490e094751e
70003b3d-6673-412e-93d1-726874c84479,Van,6,8404,07915373-5422-497f-89e3-5bb6358b6889
74528cc6-1699-470e-9a4f-4cbbb8b8f255,Sedan,2,LDP 853,3e7ad1de-56f0-4a33-8c30-0c2693ebedaf
22928d83-0939-4469-ad62-94e31162a1ee,SUV,2,5GQV054,1f726aae-b84c-4326-b498-d26212e6a5a8
2f2ea19e-daf1-4494-bdd8-0ab38fbacc69,Truck,6,429-IYB,fc5c68fb-b2d0-4f33-976a-3bc290c5ce47
4d7a690a-af4b-4476-ab81-66cf257b4565,Van,6,WIU 7974,3f27ee48-7445-40eb-a8fb-eebb1cdd7c40
1cf91925-6ca9-4af0-88aa-444bdfca0feb,Van,2,3M895,c5ec467a-b14a-4c1b-aa09-90bd865aba6c
6297c5f2-d84d-462c-a650-a8a483145904,SUV,6,26P 0339,e68cd77a-90a0-413c-a817-1ceb30f163d5
bc8e674d-2d1c-4a87-8b26-a3f646267f58,SUV,3,BVA 166,36f2071d-ef7f-4096-a942-949d3a78f11c
9727b1c5-6259-4e8b-8212-b22ca223b046,SUV,9,70K•843,1dfd14c4-f3bb-4c1a-9720-aefbf845b9b0
807e5659-470f-4188-854f-f08d12d3beb1,Van,7,NTW-2983,200e6e4b-2683-4e4e-acac-f61b0f09d444
86816a9a-4a29-4584-b8c5-d2693d6653f4,Truck,5,E20 9OP,d2784310-29e2-446d-9f1b-a36ee696f0df
ef116071-e7f2-434a-9c4b-b53d93fec563,Sedan,1,001 RSK,b6f95c58-d207-4a60-a8aa-95378ad73ce6
86eeba56-04b4-47e3-a618-da2756c81f76,SUV,10,R33-EKP,bfb76e77-60db-4a5c-9ef6-2d725367a042
c8fa7cb1-b290-4601-9bc7-dc76accbe043,Van,9,S78-PAO,d3fe244b-8469-4033-bfa6-bb113069cb02
0757cf3f-23a0-495e-b8a4-1523a1a3ce98,Van,6,QZP-607,de940b42-a36d-4a6b-a720-fc11eb330cf3
8706aba5-faf2-46b2-8fc5-2e369717f011,Sedan,9,1-69635,cdc31991-53f4-4950-bea7-20bf8aa21c53
da48f097-e8b7-45c8-b652-a6afb07c32d8,Van,9,484-BYV,d6f76a2c-d6b6-4bc4-b163-e2a9e5854bc5
997a2094-0bbb-49c6-bbf0-01ce8ed399d4,SUV,6,4NMB 76,b685a4fc-94a4-42e4-aba9-b4be16e43444
add48649-7e3f-46c6-9bd7-ae14d6a17be8,Sedan,6,1-E6060,a3205409-549b-4d9f-a9d7-36205dc5816b
ea19f3f9-5693-477a-b461-f1086d8a7355,SUV,6,E10-YVX,ed7073f1-f589-4249-a6e0-56a24f4aed89
46e26c0a-1591-4f04-b6cc-3655f6769ae7,Truck,5,EDD-0621,36196707-af29-447c-a063-298f24a9116d
cabdb6ad-df11-428f-a0a5-4f7b2cfaa4e4,Van,10,5QXC 90,1f720ddb-b163-4695-acf5-804b54946d16
c79964a7-325e-4d89-877e-1cac0f0bd436,Truck,10,199P0,c2b1fcb7-835a-42ff-8264-29fc1f09a858
e5ebbc14-1442-40ca-a80d-c76c657f495d,Truck,1,LNF 211,b6112fcf-3875-4fb6-b4ae-cca3ca04f9b6
72954970-fce8-46cf-b5d2-17807fc41e16,Truck,10,RUQ-715,bf297583-1b14-4238-939a-8761bc8997ed
914a1fd2-d62a-420b-9fd7-413533a4f814,Truck,8,JQQ 606,1a3701bf-aa0b-46f5-b104-f1793c52759e
84b57d36-2760-41ef-b942-aa76e3559ba2,Truck,2,766-ZTU,19bf6a5b-f8ea-4713-9f2a-948f976c43c9
8ea8ac08-0ddd-4cef-8fe5-765b162aa553,Van,1,30F 916,f36e0d16-db46-4b54-a3c5-e5ff8f0fea69
b5e6b552-e13e-4d1a-b9bc-bec3a2fa4fb9,Van,6,183MIV,865cbe67-f899-4def-bd11-a489dff4eeae
1e214026-bb48-48e6-bef8-56a065dea2ae,Sedan,3,YYW 329,a67ca330-8d9d-4076-a5e1-5d08f1afa4a6
e5b93ac7-3ca6-4e18-868a-69221d3df209,Van,5,229-OTU,aafbb412-c2e3-4b38-86af-5958ba5c77a4
62ab9841-6a70-4206-bc09-c0dea8ac27e1,Van,1,477EO,4b38a3d8-f07c-4ccb-9eb6-44b65667e274
49c562fa-e3d5-46af-a3ac-003ab049f4f4,SUV,3,N32-NTI,a41897c0-2022-4e6d-8ceb-3a57ede6a5d4
1136ba6f-b4de-4618-b634-acbc9a0e388a,Truck,7,9YU 377,da63469e-bc37-4080-912d-28def2b7b102
33c2df29-582e-4185-a047-c8ee4305900d,Van,7,333U3,09e808e6-916f-4e6f-80b5-35b23aab1ad7
1341eb6f-0e90-4d8c-b622-3622e758adf6,Van,10,657-IZH,a38367cc-ef2e-43e7-81dc-fae3678b2956
58d6f005-de85-4782-b561-187992bb6a44,Truck,9,6FC 688,b3d741a8-387e-4e5d-8daf-44a8a9cb9d0b
cc374604-dc87-45e6-b4ec-05f9258c7990,Van,4,N14-60D,da5d027f-a8a0-406f-8d9b-3a1bdcd8e0ac
db21df33-0558-42a3-8ea8-21046d0085fb,SUV,10,122YO,0ea96cb0-ad9f-4416-a4fa-ef5be4af4498
5af3bade-af00-4539-acab-7a2cde4a2fb4,Sedan,2,116-DZV,fe9236a4-9550-4e53-8dac-e2074c038afa
f437c58a-1a1f-42d2-bdfc-60d33eab4073,Van,4,GBS-3117,1c17ff5f-c519-4760-a980-bf3d03c7f734
b07469a2-6eee-454c-bbcd-9c2693734c1e,Sedan,2,1-21182,f073da26-dee0-4570-b257-b4390effcf8c
3a92df78-29f8-46bd-a882-b6aca4d29af6,Truck,1,GUO 915,e6cf5330-00a5-4e66-8dff-760cb1884d9f
b094cc9a-94b8-4c07-93da-441bddc489d7,Sedan,1,6A310,c92c333d-c9c4-4804-8d6a-2fc38769438e
d4047a12-471e-4d91-91b4-f26e898d8e8e,Sedan,1,751 GTQ,098d8241-e766-4a43-b01a-c25aa646246d
a303e77f-dca5-4a50-82f0-0e903446eeef,Sedan,6,17J OT1,03564950-c3ac-4fef-9f70-f9cb9a6a0d93
1c1d5b05-6db5-4f46-b16f-04147a909a59,Sedan,3,OIF-035,5c180db0-f9c7-459d-a509-46a94565d86f
25ef3eac-a8f6-42b0-a699-d3448e57ad84,Truck,1,34Q E77,4a72b30b-1d73-4dbc-b593-7824b8abefb3
00b42638-0955-40f2-bedc-349d9c961f26,SUV,4,MYM-216,5574b957-208e-442b-9a4a-18225f99b013
f1899724-4f17-45b1-8997-44cb767e1567,SUV,7,BQ-6058,91a6f690-91e7-42a4-bfe6-d0796b5e74b4
92c77ef7-c5a9-4fda-8268-f3c752091ce6,Sedan,2,850 VUN,cfcb2323-0c1d-4992-a5ae-f90d1e101dcc
5925957c-4542-491b-b822-66b42e1b7f0a,Sedan,2,7GUO855,d9c33284-9fc2-422e-a488-62fa2980f077
7e62173d-aaca-42c2-9ef8-74efaece39ae,Van,1,070-TKIQ,80649aa9-bf48-4c00-8e6b-4bdc367caa59
9967e3cf-c59f-44ae-bb2c-133454d089bb,SUV,8,YTK-1338,e70926cd-8dca-42df-87f7-77cf6dfa929e
5b1f021b-dec5-45a7-83d4-7706215179c7,Truck,5,ZBR-411,a8ecf9ce-eb74-458a-920d-20e710b906d8
d573a3ac-8003-41b4-8689-3471db147ccf,Van,5,REJ-1389,fe38ae36-c968-4a25-adef-87adc0c8a0a2
1964a778-7a52-46a8-9e2a-55b22f84d598,Van,2,PJI 402,d83f2b0f-53b4-449d-b96f-6dcd7471dbb9
a5811daa-a8d3-45fb-b711-08bdeb977e60,Van,7,927-UZX,6a4b39e0-af18-4c64-8668-c21cdc532121
dea0d0d7-72cc-47e6-b0b5-7276ef472d1d,SUV,10,151JVR,610fc0d4-4416-49df-9cc1-af7d32481be0
ca4e74fd-3de8-41c6-9f95-0aff7b354aed,Van,2,N 114379,799b1c57-08ea-4347-975b-3cb496a79d03
17469a6b-bf69-46fb-89eb-59be59a8251b,Truck,8,9X SZ190,c64e2676-ccbc-4a29-9421-3ba94c5d4e83
3a3f56f0-43d8-4485-9b20-3b19b3720dc8,SUV,2,2V 5B8YXM,12e6d94c-2af4-454c-ae5c-aa4b8d691d4f
272d8fe7-12d9-4876-8631-9bc5e515ec16,Sedan,10,7F KL316,6b0bd1ce-52fb-41a3-b71c-e9daf94258f5
ca3246e6-ec15-46bb-8129-9b6e0d674f30,SUV,2,732 9MK,f2e92203-f9fa-4329-aec4-ba8be6a50b38
5202a530-56fe-40af-be37-c47d821c0be0,Truck,5,7WE J56,afffacf7-dc73-467b-8156-62b08b5d6636
da86ba8d-2429-4e09-9eab-d2553129e460,Sedan,3,ZRO 385,f75eef53-3e7d-4a46-86e0-e9a5e089f1eb
b2ca246e-6574-4c23-9772-91f5551f9701,Sedan,6,ZCK 538,dbac2188-0166-4641-81db-672eaff1fd3d
0de565dd-d671-447e-b962-fc1e672f6861,Sedan,1,KSV 782,2effc5ee-77a4-4afd-81f2-6dae0950aebd
a64447d9-d100-47de-afec-615b2b2b8b94,Van,9,754 EOS,53cad406-19fd-423c-9482-a5226a300895
e3830332-3f34-4e5a-bf3e-047f101aa151,Truck,10,IT6 7730,2d86297d-615c-4919-8788-0272b69d7043
83f996dc-fa14-4d54-91da-8b00b129815e,SUV,1,644-MAW,ef6ac4d6-93fc-4eeb-979c-ae0e5486b965
0fdef76a-d555-4246-beae-043f05bdc1d7,Van,7,62Y•845,bba97537-927d-44a4-8f98-24af20fff8b7
d2c30b82-1a3d-4339-acb5-099b6547991d,Sedan,10,0UT6047,86d90c7c-f797-410b-a470-245b8cabc25e
afce1bb9-396b-4319-826d-e356fd925161,SUV,10,811 1ZK,506d0720-936a-4782-93a3-bcf05ab09fd1
12a4452e-4cea-4bef-859e-0b96fce58a2a,Van,8,75-UH45,7e15d287-ce24-4332-904b-2beb05b73466
454844ac-4edb-4a31-8cb5-1acaba8b4603,Sedan,7,788 LNH,a2cc8865-5fc6-4235-a397-913d6c2ecea3
5f4e7735-4a9f-44af-b3b1-bf5405eadf4c,Sedan,4,MNT6928,5ef5282e-2f87-4ba2-ad55-954efca7bac0
ff02bc60-535f-473c-b61e-4977afca027f,Truck,6,GVU 035,c2110d3b-ccf0-4a79-b888-23defc35359f
c518b78f-4302-4da1-b6ba-1be0eba44a4e,Truck,6,WIE 966,0238d478-345d-4fa4-93a2-203c94106707
92d31711-d3ab-41b5-894c-e4a9ffe6d6fa,SUV,2,1LB01,b64dea37-f612-4f94-a2d1-5a94b5784835
a56ab3e8-f7b1-4eb4-8e1e-6a46409eabfe,Truck,10,708488,c034f9aa-3908-499e-bec3-7843e11d3def
63523d4f-f292-4455-9d8d-a8861cc33c1c,Van,1,YJK7104,9390db75-282d-417f-8346-0aed69e268e5
dd5dd49f-9e03-4e60-bc36-f827bf7bbd1f,Truck,3,968-XUM,5ca4315a-5e7a-4242-8349-5415378c43a9
e3075d67-c045-4503-a99f-73279534d90c,Van,5,NT8 H2Q,2bf03a39-260a-4892-804c-e9da2092dbd3
d4c87905-456d-4a4c-8298-dce4712a188d,Van,10,3X610,df42c258-0f6a-4d64-826b-b8c34c564cf0
adfd9c3b-7abb-468d-be3a-e2aa5dbfb37c,Sedan,2,DSU5820,35b775ea-09da-4989-b3fa-16eac70aa478
87e1e2ae-b093-4183-b140-af947cc82932,Sedan,5,351-MTM,5761b077-0758-44dd-84da-66087921d726
3ca1bda2-06fa-46c2-9546-37356ce88795,SUV,6,700 9QJ,988ddff1-bf2d-4a74-b31b-8ba826039d96
b7a9be06-9beb-4210-af6c-4be52255bdb4,Sedan,2,562-DQI,22f6f620-05d1-4e08-b512-3d586f8683ab
c31f62c5-dc0d-49dd-8162-53530d599ab6,Van,2,T04-RSY,decd1324-560a-43e4-b3fb-e2b8bf33d4ce
70366e06-6261-45b3-b7b7-6a03912b3010,Van,2,TZS-4086,da1c4d39-cfde-4fc3-9941-5f0bb8a03ba2
a174a664-5b08-4f55-b972-60611a42bb1e,Truck,9,B16 7HR,24cd2b02-da69-483d-b460-6abe7d53d14e
5c3fbcbb-6da0-40e5-96ed-395720cf909f,SUV,1,443-CNY,32b7746d-ed77-4ef0-a354-a7a44e3d8228
b84af523-f67e-4aaf-a7dd-ed2f5a1f4311,Truck,2,ZV 09203,fce84aa7-0183-418b-8337-1d18baa6c7f5
804a9eb8-f0a9-4501-bad7-98b80ababee2,Van,10,553 1368,308d0336-62c9-48be-b39b-ae232a483e05
2587b1a3-41da-497f-8c90-27a976beb591,Truck,7,KZX 511,62806fd2-b921-4b65-8cb3-8249f654933c
befbe347-5b96-4dff-8a14-1e0a64f92f39,Van,2,203PI,1a696a77-8625-4d32-b4bd-15d6bd02d95a
7fdbed7e-3be2-4330-b07e-d542d601fe5e,Truck,4,ZQK 719,88abc3e0-59aa-4dab-8daf-71b72b114dd2
8dffc509-a2e1-4570-8888-7b7b31648171,Truck,5,205543,3cfa77e8-91c3-452f-b5d1-36c42248c34f
89236376-2061-4e7c-851b-659c922fc4be,Sedan,7,3G G9389,cc368204-e859-4757-8a09-8f3321188cb1
bbadacf8-2870-4fe1-a957-6470517505d8,Van,4,99UV2,8295fae3-a0f9-4c89-a578-7ffc8625efad
39819201-b0d7-4c47-8c1d-2a880fce8679,Sedan,6,OLS 073,d7250abd-9b06-4198-848b-7ad733c7ee4b
3ac96977-aaae-4f6f-8a8f-cb12ec692b53,Van,3,635-VDH,fb1bdcb1-ce00-44b3-9fee-810a7aedaf60
59e913c8-b4c1-45bd-a0ea-6006278c9958,SUV,6,36K YM0,8a842df1-83b4-46ff-b034-0c686a32446f
ec82555f-07de-40f0-ad37-e1052196fbac,Van,4,9I 5895V,9090c0e4-cb05-4b4c-878e-0a7c604f0cc9
82c0bad4-3b61-4a5a-8bb1-6b018afdb3ee,Sedan,10,ABS F56,209e92ac-5429-4c7a-a2e1-4a71916d784e
d393aef6-96bc-4789-850a-581772636d87,SUV,9,1L 3G9DLA,07ecc4c9-3f52-4465-a2f7-a221ca108145
b4d5b421-70a3-4cf9-967b-989fd4557c3b,SUV,7,I22 9CN,c0227500-941b-4795-881e-9ea49e282721
a4722b7b-7008-4405-8b29-4a81e6389e2f,Truck,9,SVI-573,137c394a-c359-4525-b822-bb9c32032cae
837c6863-38ad-4a0e-a378-b3477e11f13f,Van,3,F17-GJC,e8c9911d-4ff8-47d3-89ec-525e1a746fd4
8a3b0711-b7f1-4db0-aef9-33d1f3c4c780,Sedan,10,VTK3262,c8b2bab2-09b6-4ae4-85f3-798a1eb38dbb
8116ef26-d498-45cb-9aca-cf0382e2b61c,Van,8,766 SOZ,722fe7c0-e7bb-4d99-b590-a6a0abe8706a
9d8cc45c-1b56-4cb1-addf-8fdb5efa71e5,Truck,3,BLM 165,be1f4049-ec41-4805-bc99-51e0d30b00c6
ecf3f12e-4127-4c6b-a484-12dde0326bf1,SUV,6,752 XQZ,be7a3110-27fa-454d-8e2b-80ca248cee79
22afb8e9-1485-4fd7-be04-a5a55dd532dd,Truck,7,KJV 827,7a2c8a6f-9155-48f4-844b-d33fb971d975
7bccafcb-ef45-4993-8950-02893d0f6916,Van,1,7VV97,0c12702f-c8e0-477e-b490-d3127eeb7692
a8eca685-66d5-4a5b-b3af-84300804d493,Van,9,933ZVQ,56ee9365-c83d-4461-9976-b11f411c3eaf
e9c9fba4-4e25-4fd5-b248-099f8cd03325,Truck,10,JAA2219,4c644065-9169-4d43-819c-661732c2af17
224d2a69-c83a-49a4-abaf-073490c530dc,SUV,7,370 FQI,d1dd1474-48bd-4051-a433-893d4147498d
a8e622ad-e810-4ca2-8196-60b1480eb4a7,Van,10,YD 4242,d82aa81f-364d-4526-a2a5-3bb93c59ba73
291ad16f-a7f6-4341-bfd8-bf4f8306fa52,Van,7,QS 4884,9169f80a-39a1-40b5-bf6d-6eca3384df4c
ee9b5d49-abbe-4951-9c46-1e344e44c904,Truck,10,1SI8106,a457ee7b-77e1-4ded-98ed-2fb64f502790
2e501039-90e3-4b6e-b563-d839cb618e55,Truck,4,L77 6OW,2470e05b-7f38-4ea1-bb7c-2e423de2eedb
b186bc11-a6bc-45d8-b114-56b9011c4895,Truck,9,EFW 796,7c675cb3-e00f-469d-8d06-170d4bfbc148
ee2819b2-e5a5-47ab-ac59-3b7d26e628e9,Truck,3,RZX-433,8dabc391-5053-4d73-8dac-cf1389a20b6f
d186f7d1-5bb4-4916-a6c1-0b6e114e68c2,Van,7,GUI 250,1a153068-e9b9-469b-b57a-bccd4af65046
247f4166-4eb5-4d4c-b453-03b22dde559d,SUV,10,WFA 618,9798399d-a2b8-4639-8100-63695f1ad978
0239845e-a773-4070-a5e2-a698723fa15f,SUV,1,716VZV,0454cbee-6a5d-4e7b-8b89-74c482fcfe93
eaf68640-8434-4019-8a77-66bb893d62e8,Van,7,ZR-7618,04739660-6875-486e-a32f-325ab227c3c4
78c9e1da-0aa9-49a3-8bab-916301983143,SUV,6,2P579,56f9e864-bc01-4f21-a1d3-9af804c40e68
2cfb5b06-88bb-444e-8697-1ca3e4c1a850,SUV,3,VA6 Y5D,f1a36322-a5ce-418b-8c40-12f74deb3329
e5d397f4-c8e8-4cda-81b7-8a7983331fa4,Sedan,10,016 FHH,9e805225-8601-441d-9ffe-e13accade91a
d3e3bd0a-990c-4c8a-a90a-f261905d4547,Truck,6,69C S01,13694f11-2094-44f6-a29a-7e3bb8b36b33
f1db65a7-3ff4-4898-afa5-218974b23f9f,Sedan,9,6MXC235,fa216133-103c-4822-9792-65e7a51a60d7
12eaac5b-ef8e-49c6-b2d3-d196c816fec7,Sedan,4,8HQ W85,6f934ab3-a1f8-4087-b0d9-ea0b161ba905
1f22eb48-4fa6-4a58-8878-ac1d12bcbfa0,Sedan,1,63Z 145,6df43536-bd7e-4c60-8b22-f94147699808
fae0947d-a9a9-4d16-b803-7284d0e38d93,Van,2,9JBW147,8e878818-b8ad-4af9-badf-8b9438d7178d
ac5fdcbe-ac8c-4ad5-82df-fc8720570762,Sedan,3,XT 14717,118654f9-87b6-4b1f-aea4-0084a3338147
8dc2312a-78db-4d9a-be50-154b1136f6ab,SUV,5,733 VLZ,4df57e4c-17af-46ec-b9f1-3bb09559edca
dcf836ae-8830-4788-8760-ade864ca8a27,Truck,1,760 6BI,f65cb185-3c9f-49a9-90d0-ba4cf42614db
203be8d0-3642-4306-b6dc-c203082ee3dd,SUV,9,LTF 264,44a7cf0f-5d4d-436d-9b1a-5e61ad336ed1
9cb59f98-bc7c-4983-8d02-564986d43643,Sedan,7,995-JLG,5648d808-a7af-4a8d-a70d-375c4b1ddcfc
b6a408d7-7296-45a9-82a8-5edd51e62a3d,Sedan,9,588-AOW,6f77eb69-95eb-4c47-8972-6b0e0d215e3b
542eb65b-d735-4e7a-ade6-e253dc4a792c,SUV,8,6925 RN,0da83feb-7ef0-41e6-a3ad-c6f2de4fbfd7
19caaf55-6ceb-4196-9bae-ade693c9f98b,Truck,9,05-Z564,d28a1bae-4f5b-4d61-82e3-2345c4a1d0d4
557c72fc-25a9-4193-8b74-6b8c47762c43,SUV,10,KLA 493,390cbafa-2173-4695-91a5-e9e09de707f3
f6e55af6-19ea-46af-b6ec-6a1b810cfe62,Sedan,2,5IPR458,66a18c83-bf71-4d4c-a318-60d1f2348ceb
a92e674b-3fde-4954-8ed8-99052227948f,Truck,3,72R•553,41815ea8-8c8f-4daf-9e28-2d0ce9535f68
0c91c0e5-654f-4e26-8f17-29fcd23bcb31,Truck,5,2PO 621,52d32600-9790-4638-a71f-bdea000542fc
567e2c3d-4a50-4eb3-bd88-b4fecacc4f75,SUV,5,CJ 33212,70c0b213-7fef-47e8-854d-873000183b87
13c67965-dd1f-4c57-bdea-0ea5ffe97ee7,Van,4,0-I3302,b4c19cfe-68aa-4336-a4c0-8771cd007219
d86accb4-6a91-4cec-96db-237c143cb7cb,Truck,5,588WS,13d0422d-f7e1-4867-a570-3e9ad6b2a445
20aa657b-84d6-4b2a-93b1-517940a55dd3,SUV,8,789868,ebbdd39b-59cf-4b81-a330-93d04f083e94
2e085c43-fce9-4344-90b3-414081da1f3f,SUV,3,7WH8262,981c4f45-d51a-48ae-a6cc-ee38c8b2f250
8f4b1c8b-1957-46e5-b880-38cb445e9fee,SUV,4,414JO,00299a0e-214e-4853-aadc-0db468885d53
9d52053e-385a-4f74-96ad-d43f90c56601,SUV,10,7530 JA,aebee3db-71b0-43e5-ae7b-99b77da1e99c
86552fdc-4683-46b7-90d4-8cd4267d2f2c,Sedan,6,MRI 792,d7db425f-a32c-44df-aec5-aaf34d141c80
7128143e-7dab-40da-93d8-1006e9e70c3e,SUV,5,8396,46ed7e97-5f26-4ab9-8726-d36c4df76684
bcad14b3-3749-41b8-9478-8cd14a2dd271,SUV,2,LZU 044,b4fd0e09-84e7-4b3e-a583-209533e87bb4
f361f68c-3b9d-4d3b-a45f-7e66bff27025,Van,5,WRG-9018,4cdf2059-c76a-41c6-a58b-ea245f33be69
a49ace2e-9b43-431d-bf27-0edfb1675b6b,Sedan,4,K34 5PR,eaf87758-76e1-4fa1-b260-5ae57fcf95a0
acc074ca-2bdc-46a0-b152-22a48b4ae603,Truck,9,73-50338,402efa90-4d3d-4bc4-8fd2-c183534965a0
d1b19f0a-bb4a-4693-bb13-60e86f1c579e,SUV,7,7A SW443,4c908cce-14c3-4b35-8871-7c6d47af1fe9
8a0d7f20-22bc-43ad-94f1-0fa652f1b0e7,Van,7,TIE 743,25bfcd28-780c-4ca5-a388-816de16fd093
acf8d1ab-8e5d-4500-b6e1-b5a3d9e4c2dc,Sedan,7,6HBF 45,3af90a1a-7eae-4ada-8dfb-542a00858066
dd996673-5004-484c-9ac8-74ecec4c6a83,Truck,9,9BR T99,d7fb0b8d-5879-42e8-a51a-5866f93dcf37
4e9af726-18fc-493a-abe2-953b0d6fe553,Truck,4,6T 89022,e2652d6d-4dc3-4f81-a8ed-cb2c36b188a2
bae88cc8-f1d6-4d41-b101-b348473a056c,Sedan,4,8-53474Z,9fc5f42d-9416-42b3-a4db-9ea597425593
b5f9919a-eb60-4dd7-a4b0-eb7851f2a6cc,Truck,2,MQN 297,42b87302-bb51-4e4a-a26b-51cc0713a6a9
6c00c5a1-3842-4840-a01a-a020558b01ed,Van,3,571-WTW,75fa3fdb-8b5c-4505-b7a2-3da7d4b72502
547108cd-5067-4972-91e5-8714cb2669b9,Van,9,633I4,cd3f1cad-5ed5-4bb8-a51c-9a54e348dbdd
b6aff45e-750d-4f87-bdd3-6ca1c2b597ac,SUV,6,OVS 644,fac948aa-971f-4491-a1c1-784a92642490
d7b7e83d-53d6-4a52-bfde-933e29f211de,Sedan,3,091A,6b88de7b-2523-4430-a0c3-4d688a4f0acb
40607def-dd83-4bd6-8a3c-a5eaf6ee1aed,Sedan,5,GU2 C3H,6dc857e7-d0d3-4787-a12b-0cf9407d5e0c
443d0ad7-18ea-4fdd-a4b0-d0de85bd1023,Van,6,67-28738,9880d36d-3ab7-407b-a05a-0a74c1689368
7bbb4a07-1c36-4120-bfcd-dcda763004ea,Truck,3,R63-53X,42d4919c-41bf-4d0e-976b-b6ac4c812c7f
225ec9e9-fe2d-4010-a3b8-45aa22467841,Van,8,975-AXY,e864a9e7-78ec-4c61-99c7-bfeb8f81cdbe
fd5b1c73-ab90-4769-b053-30e862fb3d50,Truck,3,642-FXI,7e54753e-2d08-41ed-971b-f46afbe40896
2ade4024-e1ee-461b-8730-be4b35a13fb2,Van,8,HWJ 533,86cfdaaf-93dc-4767-9060-920c9a2b9178
6a08d615-8788-45d6-a17a-6c7cb1998709,Sedan,8,5KA W56,d29a23fb-1d58-415d-90a8-dcf3abc2d84c
1000f59f-c581-43f8-bd3a-8ce8142f15d1,Truck,10,93P•105,31618ec8-b860-4d1a-8c43-8eb9a8a728cc
d55c3e6e-d86c-4ba9-8a89-77b0457590e5,SUV,9,T38 0ZT,9a860307-c472-47be-8155-8e48085e5fca
8875faa1-bb13-4e3e-9f7f-cd985ce4c8f7,Truck,1,921196,3682060d-0079-4ab5-9bf9-0cb8ae43969b
be988d4f-5ecf-401f-a9c7-23f19277913c,Sedan,5,640 ALT,ff4a76ad-8f03-41f6-97f2-4e084bec3000
3f02bf45-08d0-4822-8a14-27e5d4a19916,Truck,6,7KG M81,0a8e929f-dd69-4a2b-aae2-64ec64ecb2f8
e5324ddd-5697-4cba-a616-a91d4a6639c2,Truck,1,5-D3239,35ab668a-96cf-45cf-bbaf-c30f24981b6f
fc036650-4db9-4690-808b-f2ccf8805e30,Truck,9,136 1AE,807ec242-dec0-4d76-95fe-1c4661bcf20b
49e8d6cc-8a44-4903-833b-936ef4f60775,Truck,3,LCX 877,9de44c09-2b10-4ccf-9360-422ee2ee7a4f
9315672f-c5d9-4230-aa8a-16ad195c69c3,Sedan,2,835Y,46e9998c-84ef-4ed6-b179-2279010407e5
50131bdd-c94b-43be-842c-9abd646d7722,SUV,4,846O2,0a9d9202-fb72-4b8b-ac39-c7c11c80418d
b51a49aa-e24b-4bb9-b80a-ef78007bbb6b,Sedan,2,D83-FCF,68eecd61-af2d-47dd-a466-c5b96a8d1a8a
ef3d498c-116f-4277-9ba6-904ab9137a0a,SUV,7,78-07743,1023affa-2909-4913-add3-4243428cdc76
0cebbd8d-dfe7-4b4f-8cef-51fe5258d316,Sedan,5,549-BUZ,ae7c547c-00ee-4228-beae-93907b7ad6ef
e5adbfa1-937b-4a63-84a8-a194e8ccf243,Truck,10,4-10880,17c2097f-2747-4c6d-9bc7-b868e307ccb5
fca86696-0243-44be-b2f3-eb88b5047822,Sedan,1,47WP3,38dd9b94-f32d-4548-8901-d176e0b3bfe5
